row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
332,duplicate,2,name_short_form,1,0016g00001AOgt0AAD,Wilson Sonsini Goodrich & Rosati Professional Corporation,www.wsgr.com,2021-01-20T21:05:28.000+0000,40,677,626,001Px00000j5HMrIAM,Wilson Sonsini Goodrich Et Al,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,4,duplicate,high,"This is a shortened version of the Wilson Sonsini Goodrich & Rosati name. It is a 2026-08-20 batch record with a New York office whose only contact is 'Wsgr Library', which is clearly WSGR.",Y,duplicate,"Verified: 001Px00000j5HMrIAM is a 2026-08-20 Kieran Hansen batch record with a blank website and one New York office. That office's only contact is 'Wsgr Library', and its opps are 'WILSON SONSINI GOODRICH ET AL JEMPL20B/21B'. 'Et Al' is a billing-system truncation of the WSGR name, and the G300 already has New York offices. This is the same firm, a redundant Firm record."
333,unrelated,2,alias_extends,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,0016g00001AOh17AAD,Withers & Rogers LLP,www.withersrogers.com,2021-01-20T21:05:48.000+0000,Kamyar Jannati,N,5,102,102,unrelated,high,"It has its own website (withersrogers.com) and offices in Bristol, Sheffield, London, Warwick and Munich. General knowledge: Withers & Rogers is an independent UK/European patent and trade mark attorney firm with no connection to Withers LLP.",Y,unrelated,"Verified: 0016g00001AOh17AAD 'Withers & Rogers LLP' has its own website (www.withersrogers.com) and 5 offices of its own (Bristol, Sheffield, London, Warwick, Munich) under that website. General knowledge: Withers & Rogers is an independent UK/European patent and trade mark attorney firm with no link to Withers LLP. The only overlap is the name fragment."
334,person_or_misfiled,2,alias_extends,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,001Tm00000MEVJIIA5,"Withers , Preston",,2025-08-19T11:23:59.000+0000,Kieran Hansen,N,1,1,1,person_or_misfiled,high,"This is an individual's name (Preston Withers) stored as a Firm, with Industry 'Business Support Services'. Its Copeland, Kansas office's contact has an @witherstimber.com email (a timber/auction business), not a law firm and not Withersworldwide.",Y,person_or_misfiled,"Verified: 'Withers , Preston' (001Tm00000MEVJIIA5) is in Last, First format and has Industry 'Business Support Services'. It has one Copeland, Kansas office, whose contact Preston Withers uses @witherstimber.com, and one 2022 opp named after the individual. This is an individual or small non-law business stored as a Firm and has no connection to Withersworldwide. 'unrelated' would also fit, but person_or_misfiled is the more precise description."
335,unrelated,2,alias_extends,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,0016g00001AOh18AAD,Withers Brindley Associates,www.mayfieldsinsolvency.co.uk,2021-01-20T21:05:48.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"The website is www.mayfieldsinsolvency.co.uk, it has a Halesowen (UK) office and its contact is an Administrator at mayfieldsinsolvency.co.uk. This is an insolvency practice that only shares the 'Withers' name fragment.",Y,unrelated,"Verified: 0016g00001AOh18AAD 'Withers Brindley Associates' has the website www.mayfieldsinsolvency.co.uk and one Halesowen (UK) office. Its contact, Dee Woodward (Administrator), uses a mayfieldsinsolvency.co.uk email. This is an insolvency practice that only shares the 'Withers' name fragment."
336,unrelated,2,alias_extends,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,001Px00000cAG0NIAW,Withers Consulting Group,www.withersconsulting.com/,2015-10-26T17:56:12.000+0000,Kieran Hansen,Y,1,1,0,unrelated,high,"It has its own website (withersconsulting.com) and its contact is a Marketing and Business Development Manager at withersconsulting.com. General knowledge: this is a legal-industry consultancy, not the Withers law firm.",Y,unrelated,"Verified: 001Px00000cAG0NIAW 'Withers Consulting Group' has its own website (withersconsulting.com), and its only contact is a Marketing and Business Development Manager at withersconsulting.com. General knowledge: it is a legal-industry marketing and business-development consultancy, a separate organisation from the Withers law firm."
337,predecessor_or_legacy,2,alias_short_form,1,001Px00000VwYp5IAF,Womble Bond Dickinson,www.womblebonddickinson.com,2021-01-20T19:34:19.000+0000,58,1649,614,001Px00000j5HN0IAM,Womble Carlyle,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,10,predecessor_or_legacy,high,"General knowledge: Womble Carlyle Sandridge & Rice (US) combined with Bond Dickinson in 2017 to form Womble Bond Dickinson. This is a 2026-08-20 batch record with a blank website, a Baltimore office and 10 opps.",Y,predecessor_or_legacy,"Verified: 'Womble Carlyle' (001Px00000j5HN0IAM) is a 2026-08-20 batch record with a blank website and one Baltimore office holding 10 'WOMBLE CARLYLE 631...' opps from 2019-2020. Its contact, Dede Fowler, also sits on the G300's 'Womble Bond Dickinson (US) LLP' Charlotte office, and the G300 has its own Baltimore office. General knowledge: Womble Carlyle Sandridge & Rice combined with Bond Dickinson in 2017 to form Womble Bond Dickinson, so this is the pre-merger US name."
338,person_or_misfiled,3,website_domain_match,1,001Px00000Vve0tIAB,ArentFox Schiff LLP,www.afslaw.com,2021-01-20T19:20:30.000+0000,15,1230,582,001Px00000VvUVbIAN,Mary Dowd,afslaw.com,2025-11-13T10:00:01.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"An individual's name stored as a Firm record with website afslaw.com (2025-11-13 batch). Its only contact is Mary Dowd herself, with a personal @live.com email and a Brooklyn office, so this is a person, not a duplicate firm.",Y,person_or_misfiled,"The live record 001Px00000VvUVbIAN 'Mary Dowd' is a Firm with website afslaw.com, created 2025-11-13. Its child office is 'Mary Dowd' at 260 16th Street, Brooklyn, and its only contact is Mary Dowd (@live.com). A separate contact Mary Dowd (@afslaw.com) already sits under the G300 ArentFox Schiff DC office. So this is an individual stored as a Firm record, a data-quality problem rather than a duplicate firm."
339,person_or_misfiled,3,website_domain_match,1,0016g00001ANqcEAAT,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.bakerdonelson.com,2021-01-20T19:23:28.000+0000,25,480,283,001Px00000VvZ3GIAV,"Baker, John D, Md, Facp",www.bakerdonelson.com/,2025-11-13T10:01:24.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"This is an individual physician stored as a Firm, from the 2025-11-13 Kieran Hansen batch. The contact is 'John D Baker MD', Title Expert Witness, @gmail.com, and the office is in Irvine, CA. It carries the Baker Donelson website only because the surname matches, so it is not a duplicate firm.",Y,person_or_misfiled,"I checked this against the live data. The Firm is named 'Baker, John D, Md, Facp' and was created on 2025-11-13 by Kieran Hansen. Its only contact is 'John D Baker MD', Title Expert Witness, @gmail.com, and the office is in Irvine, CA. There are no opportunities. This is an individual physician who picked up the bakerdonelson.com website only because of the surname match. It is not a duplicate firm."
340,unrelated,3,website_domain_match,1,0016g00001ANrikAAD,"Benesch, Friedlander, Coplan & Aronoff, LLP",www.beneschlaw.com,2021-01-20T19:25:35.000+0000,16,305,186,0016g00001AObkQAAT,The Law Office of Brian C De Pew,www.beneschlaw.com,2021-01-20T20:55:33.000+0000,Kamyar Jannati,N,1,1,0,unrelated,medium,"This is a separate solo practice in Columbus, OH. Its contact is Brian Depew, Partner, @depewlawllc.com (DePew Law LLC). It is not Benesch and there is no sign it merged into Benesch. The beneschlaw.com website on the record looks wrong or stale (possibly his former firm) and should be fixed.",Y,unrelated,"I checked this against the live data. The office is in Columbus, OH, and the only contact is Brian Depew, Partner, @depewlawllc.com (DePew Law LLC). A second 'Brian Depew' contact (ATTY) sits under Adena Health System. I found no DePew contact under Benesch and nothing showing that his practice combined with Benesch. This is a separate small firm, and the beneschlaw.com website on the record is wrong or stale. Confidence is medium, because it is possible he was once at Benesch."
341,person_or_misfiled,3,website_domain_match,1,0016g00001ANsmuAAD,"Bond, Schoeneck & King PLLC",www.bsk.com,2021-01-20T19:27:36.000+0000,14,113,86,001Px00000VvdaRIAR,Charles J Groppe,bsk.com,2025-08-19T11:12:24.000+0000,Kieran Hansen,N,1,1,3,person_or_misfiled,high,"This is an individual stored as a Firm. The only contact is Charles J Groppe, @aol.com, and the office is in Andover, MA. It carries the bsk.com website (the office has 'ww.bsk.com'), but it is a person, not a duplicate of Bond, Schoeneck & King.",Y,person_or_misfiled,"I checked this against the live data. The Firm is named 'Charles J Groppe' (Kieran Hansen, 2025-08-19). Its only contact is Charles J Groppe, @aol.com, and the office is in Andover, MA, with the website 'ww.bsk.com'. The three opportunities are individual New York Law Journal subscriptions (about $480-$528). Nothing links him to Bond, Schoeneck & King beyond the website value. This is an individual stored as a Firm, not a duplicate."
342,person_or_misfiled,3,website_domain_match,1,0016g00001ANt3wAAD,Bradley Arant Boult Cummings LLP,www.bradley.com,2021-01-20T19:28:04.000+0000,18,602,305,001Px00000VvwCdIAJ,"Bradley & Company Private Wealth Management, LLC",bradley.com,2025-11-13T10:25:49.000+0000,Kieran Hansen,N,1,0,4,person_or_misfiled,high,"This is a wealth-management company (Fort Lauderdale office, with MC-synced event sponsorship opps) stored as a law Firm. It carries the G300 firm's website (bradley.com) and Industry 'Legal Services' in error, so it is a non-law organisation misfiled as a Firm, not Bradley Arant.",Y,person_or_misfiled,"Confirmed. 'Bradley & Company Private Wealth Management, LLC' is a wealth-management firm with a Fort Lauderdale, FL office and no contacts. Its 4 opps are event sponsorship opps (Miami 24, PCFA), 2 of them 'Synced from MC'. It carries the G300 website bradley.com and Industry 'Legal Services' in error. It is a non-law organisation misfiled as a Firm, not Bradley Arant."
343,person_or_misfiled,3,website_domain_match,1,001Px00000VvXxxIAF,"Cadwalader, Wickersham & Taft LLP",www.cadwalader.com,2021-01-20T19:30:27.000+0000,6,817,540,001Px00000VvTAUIA3,Mark Singer,cadwalader.com,2025-11-13T09:58:58.000+0000,Kieran Hansen,N,1,2,0,person_or_misfiled,high,"This Firm record is named after an individual. Its office is in Dillon Beach, CA and both contacts are 'Mark I. Singer MD, FACS' (@yahoo.com). It is a person stored as a Firm that happens to carry cadwalader.com, not a duplicate firm.",Y,person_or_misfiled,"Checked live. The Firm is named 'Mark Singer' (website cadwalader.com, Industry Legal Services, created in the 2025-11-13 ALM batch). Its office is in Dillon Beach, CA and it holds two contacts that are the same person, 'Mark I. Singer MD, FACS', @yahoo.com. That is a physician's personal record stored as a Firm and wrongly stamped with Cadwalader's website, not a second Cadwalader Firm record."
344,person_or_misfiled,3,website_domain_match,1,0016g00001ANuIZAA1,Cahill Gordon & Reindel LLP,www.cahill.com,2021-01-20T19:30:27.000+0000,5,234,201,001Tm00000LgTuMIAV,Suzanne Abdallah - Person Account,www.cahill.com,2025-08-06T08:20:13.000+0000,Sindushree Chinnagundanahalli Seetharam,N,1,1,0,person_or_misfiled,high,"The name says 'Person Account' and Industry is 'Person Account'. The office is in Dubai and the only contact is Suzanne Abdallah, Professor (@hotmail.com). This is an individual misfiled as a Firm with Cahill's website.",Y,person_or_misfiled,"Checked live. The name is 'Suzanne Abdallah - Person Account' and Industry is 'Person Account'. The office is in Dubai, UAE, and the only contact is Suzanne Abdallah, Professor, @hotmail.com. This is an individual misfiled as a Firm that happens to carry www.cahill.com."
345,person_or_misfiled,3,website_domain_match,1,0016g00001ANuvPAAT,"Carlton Fields, P.A",www.carltonfields.com,2021-01-20T19:31:41.000+0000,16,382,243,001Px00000Vw0HPIAZ,Brian Hart,carltonfields.com,2025-11-13T11:43:20.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"This is an individual, a dentist, stored as a Firm in the 2025-11-13 batch. The contact is 'Brian T. Hart DDS', @gmail.com, the office is in Lake Forest Park, WA, and the Industry is Professional Information Services. It carries the carltonfields.com website, but it is not a law firm.",Y,person_or_misfiled,"I checked this against the live data. The Firm is named 'Brian Hart' (2025-11-13 batch) and its Industry is Professional Information Services. The only contact is 'Brian T. Hart DDS', @gmail.com, and the office is in Lake Forest Park, WA. This is an individual dentist, not a law firm. The carltonfields.com website is an erroneous enrichment."
346,predecessor_or_legacy,3,website_domain_match,1,0016g00001ANuvPAAT,"Carlton Fields, P.A",www.carltonfields.com,2021-01-20T19:31:41.000+0000,16,382,243,0016g00001AOD8MAAX,Jorden Burt LLP,www.carltonfields.com,2021-01-20T20:07:27.000+0000,Kamyar Jannati,N,1,2,0,predecessor_or_legacy,high,"Its website is carltonfields.com, its office is in Washington DC, and its contacts use @jordenusa.com emails. From general knowledge, Jorden Burt combined with Carlton Fields in 2014 as Carlton Fields Jorden Burt, which was later renamed Carlton Fields. It is a legacy predecessor record.",Y,predecessor_or_legacy,"I checked this against the live data. The website is carltonfields.com, the office is in Washington, DC, and both contacts (Karen Benson, Richard Choi) have @jordenusa.com emails from the 2021 import. From general knowledge, Jorden Burt combined with Carlton Fields in 2014 as Carlton Fields Jorden Burt, which was later renamed Carlton Fields. This is a legacy predecessor record, not a live separate firm."
347,person_or_misfiled,3,website_domain_match,1,001Px00000VwSDBIA3,Chiesa Shahinian & Giantomasi PC,www.csglaw.com,2021-01-20T19:33:54.000+0000,4,124,274,001Px00000WjkDyIAJ,ALM Placeholder Account for Migration,csglaw.com,2025-11-28T12:01:20.000+0000,Kieran Hansen,N,1,14,28197,person_or_misfiled,high,"This is a system placeholder for the ALM migration (ALM_Account_ID__c 'ALMPlaceholderAcco', Industry 'Business Support Services', office in Abilene, TX). It holds about 28k opps and unrelated contacts from hmhn.org, athenstech.edu, belmont.edu and mswlawgroup.com. It is not CSG, and it only carries csglaw.com as its website.",Y,person_or_misfiled,"Checked live. The name is 'ALM Placeholder Account for Migration', ALM_Account_ID__c is 'ALMPlaceholderAcco', Industry is Business Support Services and the office is in Abilene, TX. Its website is csglaw.com, but the 14 contacts are from hmhn.org, athenstech.edu, belmont.edu and mswlawgroup.com, and it holds about 28k opps. This is a system catch-all for the migration, not CSG, and must never be merged into CSG. It only carries CSG's website by error."
348,person_or_misfiled,3,website_domain_match,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Tm00000MtMu1IAF,Andrew Carroll,clarkhill.com,2025-09-04T09:58:10.000+0000,Kieran Hansen,N,2,2,1,person_or_misfiled,high,"This is a person's name stored as a Firm with website clarkhill.com. Both child Offices are also named 'Andrew Carroll', the only contact is Andrew Carroll (@gmail.com), and the opportunity is an individual subscription ('ANDREW CARROLL-2024 TIO').",Y,person_or_misfiled,"I confirmed this. 'Andrew Carroll' is an individual stored as a Firm (Website clarkhill.com). Both child Offices are named 'Andrew Carroll', and each holds a contact for the same person (@gmail.com), so there are 2 contact records rather than one. The only opportunity is an individual renewal, '1850690167-ANDREW CARROLL-2024 TIO'. The G300 Clark Hill Philadelphia office already has Andrew Carroll (@clarkhill.com, Senior Associate), so this is a Clark Hill attorney's personal subscription stored as a Firm. It is not a duplicate firm."
349,person_or_misfiled,3,website_domain_match,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,001Px00000VvpEIIAZ,Douglas Gilbert,clarkhill.com,2025-11-13T10:24:21.000+0000,Kieran Hansen,N,1,0,1,person_or_misfiled,high,"This is an individual's name stored as a Firm with website clarkhill.com. Its child Office is also 'Douglas Gilbert', and its only opportunity is an individual subscription ('DOUGLAS GILBERT-2025 TAL').",Y,person_or_misfiled,"I confirmed this. 'Douglas Gilbert' is an individual stored as a Firm (Website clarkhill.com, 2025-11-13 batch). It has one child Office with the same name and no contacts. Its only opportunity is an individual renewal, '1850696452-DOUGLAS GILBERT-2025 TAL' (Closed Lost). The G300 Clark Hill Pittsburgh office already has Douglas Gilbert (@clarkhill.com, Of Counsel/Director). This is a person record, not a duplicate firm."
350,disputed,3,website_domain_match,1,001Px00000Vvo8DIAR,Clark Hill PLC,www.clarkhill.com,2021-01-20T19:35:08.000+0000,34,925,215,0016g00001AOPhUAAX,Partenheimer Mick Immigration Law LLC,www.clarkhill.com,2021-01-20T20:32:38.000+0000,Kamyar Jannati,N,1,1,1,uncertain,low,"This is a separately named Chicago immigration boutique with a 2024 Lexology Index opportunity under its own name. Its website is clarkhill.com, and its only contact, Pamela Partenheimer Mick, has a @clarkhill.com email, so the attorney links to Clark Hill but the direction is unclear. It would be predecessor_or_legacy if the boutique joined Clark Hill, or unrelated (with a stale website) if she left Clark Hill to set it up; checking her current affiliation would settle it.",N,unrelated,"The live record is a separate firm, created in the original 2021-01-20 load as 'Partenheimer Mick Immigration Law LLC (Chicago)'. It carries www.clarkhill.com as its Website, and its one contact (created 2023-12) and a 2026 Lexology Index research lead both still use @clarkhill.com. A web search (outside Salesforce) settles the direction. A Clark Hill press release confirms Pamela P. Mick once joined Clark Hill Chicago. Her current Who's Who Legal / Lexology profile and LinkedIn list her as Managing Principal of Partenheimer Mick Immigration Law LLC, now operating independently in Chicago. That profile also mentions earlier small-firm, large-firm and Zulkie Partners roles. So this is her own boutique, still operating separately after she left Clark Hill. The clarkhill.com website and email are stale. It did not merge into Clark Hill and is not a former Clark Hill name, so it is not a duplicate or predecessor. It should be unlinked from Clark Hill and its Website corrected."
351,person_or_misfiled,3,website_domain_match,1,0016g00001ANy9vAAD,Corrs Chambers Westgarth,www.corrs.com.au,2021-01-20T19:37:52.000+0000,12,712,415,001Px00000VvpdAIAR,Gavin Maclaren,corrs.com.au,2025-11-13T10:22:54.000+0000,Kieran Hansen,N,1,1,3,person_or_misfiled,high,"This is an individual stored as a Firm in the 2025-11-13 batch. The only contact is Gavin Maclaren, @gmail.com, and the office is in Melbourne. It carries the corrs.com.au website, but it is a person, not a duplicate of Corrs Chambers Westgarth.",Y,person_or_misfiled,"I checked this against the live data. The Firm is named 'Gavin Maclaren' (2025-11-13 batch) and its only contact is Gavin Maclaren, @gmail.com, in Melbourne. The three opportunities are individual 'LWK' subscriptions of about $500-$600. One detail the reviewer missed: the same person already exists under the G300 Corrs Office records as Gavin Maclaren, 'Senior Partner & Chief Executive Officer', @corrs.com.au. There is also a Corrs contact with the same gmail address. So this is Corrs's CEO stored as a standalone Firm. It is a person-level data-quality problem, not a duplicate firm, and the contact and opportunities probably belong under Corrs."
352,person_or_misfiled,3,website_domain_match,1,0016g00001ANzSKAA1,Davis Polk & Wardwell LLP,www.davispolk.com,2021-01-20T19:40:24.000+0000,15,1312,1331,001Px00000Vvsf8IAB,Craig Bergman,davispolk.com,2025-11-13T10:23:00.000+0000,Kieran Hansen,N,1,0,3,person_or_misfiled,high,"This is an individual's name stored as a Firm with website davispolk.com. Its single Office is in Rye Brook, NY. Its only opportunities are small individual subscriptions ('Craig Bergman-2024 TAL', '2025 TAL', about $360-480), so it is a person, not a duplicate of Davis Polk.",Y,person_or_misfiled,"I checked this live. Firm 001Px00000Vvsf8IAB 'Craig Bergman' has website davispolk.com and was created 2025-11-13 by Kieran Hansen. Its only Office, 001Px00000VwKmgIAF, is at 11 Jennifer Ln, Rye Brook NY, a residential address. It has no contacts. Its 3 opportunities are individual subscriptions ('Craig Bergman-2024 TAL', '2023 LDA', '2025 TAL', $359.88-$479.88). This is an individual stored as a Firm with Davis Polk's domain, not a duplicate firm record."
353,person_or_misfiled,3,website_domain_match,1,001Px00000VvbOnIAJ,Dorsey & Whitney LLP,www.dorsey.com,2021-01-20T19:42:55.000+0000,22,543,489,001Tm00000MtCFVIA3,Phillip Maier,dorsey.com,2025-09-04T10:04:34.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"This is an individual's name stored as a Firm with website dorsey.com. Its single Office is in Brooklyn, and its only contact is Phillip Maier himself with a personal aol.com email. It is a person, not a Dorsey & Whitney firm record.",Y,person_or_misfiled,"I checked this live. Firm 001Tm00000MtCFVIA3 'Phillip Maier' has website dorsey.com and was created 2025-09-04 by Kieran Hansen. Its only Office, 001Tm00000MtgNdIAJ, is at 349 12th St Apt 2L, Brooklyn, a residential apartment. Its only contact is Phillip Maier himself (@aol.com), and it has no opportunities. This is an individual person stored as a Firm with Dorsey's domain, not a Dorsey & Whitney firm record."
354,predecessor_or_legacy,3,website_domain_match,1,001Px00000VvbOZIAZ,Dykema Gossett PLLC,www.dykema.com,2021-01-20T19:43:56.000+0000,22,312,115,0016g00001AOVeEAAX,Schwartz Cooper Chartered,www.dykema.com,2021-01-20T20:44:39.000+0000,Kamyar Jannati,N,2,2,1,predecessor_or_legacy,high,"Its website is dykema.com and its contacts use @dykema.com emails. From general knowledge, Chicago firm Schwartz Cooper Chartered merged into Dykema Gossett around 2011. Note also that a 2026-08-21 Kieran Hansen Office named 'Dykema Gossett' (Oakland Township, MI; 001Px00000j8WYkIAM) is wrongly parented under this legacy Firm.",Y,predecessor_or_legacy,"I checked this against the live data. The website is dykema.com. One child office, oddly located in Los Angeles, has contact Michael Wippler, Member, @dykema.com. The G300 Dykema also has Los Angeles and Chicago offices. From general knowledge, Chicago's Schwartz Cooper Chartered combined into Dykema Gossett around 2010-2011, so this is a legacy predecessor. I confirmed the reviewer's side note: the Kieran Hansen Office 'Dykema Gossett' (001Px00000j8WYkIAM, Oakland Township, MI, created 2026-08-21) is parented under this legacy Firm. It has contact Connor Walby @dykema.com and a 'DYKEMA GOSSETT VSCOM' opportunity, and should be re-parented to the G300 Dykema."
355,person_or_misfiled,3,website_domain_match,1,001Px00000Vva9jIAB,"Gordon Rees Scully Mansukhani, LLP",www.grsm.com,2021-01-20T19:54:58.000+0000,50,327,260,001Tm00000MtCG7IAN,Pj Moran,grsm.com,2025-09-04T10:04:34.000+0000,Kieran Hansen,N,1,1,1,person_or_misfiled,high,"The name is an individual's. The only contact is 'Pj Moran' with a personal aol.com email, and the only opp is '1850690909-PJ Moran-2024 TXO'. This is a person stored as a Firm with grsm.com in Website, not a second GRSM firm record.",Y,person_or_misfiled,"Confirmed. The record and its office are both named 'Pj Moran' and have website grsm.com. The only contact is Pj Moran with a personal aol.com address (@aol.com). The only opp is '1850690909-PJ Moran-2024 TXO', an individual-customer order pattern. This is an individual stored as a Firm, not a second GRSM firm."
356,disputed,3,website_domain_match,1,0016g00001AO8xPAAT,"Herrick, Feinstein LLP",www.herrick.com,2021-01-20T19:58:45.000+0000,5,96,122,0016g00001AOK7tAAH,Mertzel Law PLLC,www.herrick.com,2021-01-20T20:21:08.000+0000,Kamyar Jannati,N,1,29,1,person_or_misfiled,medium,"The name belongs to a different small firm (Nancy Mertzel's practice), which already has its own 'Mertzel Law' Firm record (001Px00000WkZD9IAN). Yet this record carries www.herrick.com, and 28 of the 29 contacts on its New York office have herrick.com emails (Herrick partners such as Kishner, Elisofon and Selbst); only Nancy Mertzel uses mertzel-law.com. It is a mislabeled or misfiled record whose Herrick contacts need re-homing, not a clean duplicate Herrick firm.",N,duplicate,"I disagree with the category, though the reviewer's facts check out. 'person_or_misfiled' is defined for an individual or a non-law-firm organisation, and Mertzel Law PLLC is neither. Everything on this record except its Name is Herrick: website www.herrick.com, a single New York office, and 28 of 29 contacts with herrick.com emails (partners Kishner, Elisofon, Selbst, Kaye, Karaahmet, plus the library manager and marketing staff). Some contacts are exact copies of contacts already on the G300 record, e.g. @herrick.com is on both. Its only opp is for Herrick partner Barbaros Karaahmet. The real Mertzel Law already has its own Firm record, 001Px00000WkZD9IAN, whose office already holds Nancy Mertzel (@mertzel-law.com). So this 2021 initial-load record is a redundant, mislabeled Herrick firm record and should be merged into Herrick. Before merging, the one Nancy J Mertzel contact should move to 001Px00000WkZD9IAN (or be deduped there). Confidence: medium."
357,predecessor_or_legacy,3,website_domain_match,1,0016g00001AOD7SAAX,Jones Walker LLP,www.joneswalker.com,2021-01-20T20:07:27.000+0000,13,209,177,0016g00001AOgCEAA1,Watkins Ludlam Winter and Stennis PA,www.joneswalker.com,2021-01-20T21:04:02.000+0000,Kamyar Jannati,N,1,1,0,predecessor_or_legacy,medium,"Its website is joneswalker.com, its office is in Jackson, MS, and its contact uses a @watkinsludlam.com email. From general knowledge, this Mississippi firm combined with Jones Walker around 2009-2010. That is recalled rather than checked in the data; the joneswalker.com website on the record supports it.",Y,predecessor_or_legacy,"I checked this against the live data. The website is joneswalker.com, the office is in Jackson, MS, and the contact Christopher Pace, Associate, uses @watkinsludlam.com. The G300 Jones Walker has its own Jackson, MS office (0016g00001EYNTRAA5). From general knowledge, Watkins Ludlam Winter & Stennis combined into Jones Walker around 2010-2011. I recall that rather than having checked it in the data, so confidence is medium. The joneswalker.com website and the matching Jackson office support a legacy predecessor."
358,person_or_misfiled,3,website_domain_match,1,001Px00000Vvs5iIAB,Linklaters LLP,www.linklaters.com,2021-01-20T20:15:29.000+0000,41,4656,2305,001Px00000VvwXmIAJ,Arthur Peng,linklaters.com,2025-11-13T10:23:30.000+0000,Kieran Hansen,N,1,0,2,person_or_misfiled,high,"The Firm record is named after an individual and carries website linklaters.com. Contact records show Arthur Peng as a Linklaters Managing Associate (@linklaters.com) and a partner at Linklaters Zhao Sheng. The child Office's opps are named '1850705173-ARTHUR PENG-2024/2025 LWK', i.e. individual subscriptions. This is a person stored as a Firm, not a duplicate firm.",Y,person_or_misfiled,"Confirmed: 001Px00000VvwXmIAJ 'Arthur Peng' is a Firm record with website linklaters.com, created 2025-11-13. Its Office child (001Px00000Vw0ZqIAJ) holds two individual-subscription opps, '1850705173-ARTHUR PENG-2024 LWK' and '...-2025 LWK', both Closed Lost. Contact records show Arthur Peng as a Managing Associate under the G300 Linklaters hierarchy (@linklaters.com) and as a Partner at Linklaters Zhao Sheng / Zhao Sheng Law Firm (@linklaterszs.com). This is an individual stored as a Firm, not a duplicate firm."
359,disputed,3,website_domain_match,1,0016g00001AOHKvAAP,Littler Mendelson P.C.,www.littler.com,2021-01-20T19:59:49.000+0000,73,1793,461,0014L00000WEvKoQAL,Enevold Advokatfirma,www.littler.com,2022-09-21T15:56:14.000+0000,Kieran Hansen,N,1,1,0,predecessor_or_legacy,medium,"Danish firm (child office in Copenhagen) with website www.littler.com; its only contact, Partner Bo Enevold Uhrenfeldt, has a @littler.com email, and Littler's G300 hierarchy has no Copenhagen office. From general knowledge, Enevold combined with Littler and became its Denmark office, so this is the pre-combination firm name. It could also be treated as a Littler country office recorded as a Firm.",N,affiliate_or_office,"The record data matches the reviewer's summary: a Firm created 2022-09-21 by Kieran Hansen with website www.littler.com, one Copenhagen office, and one contact (Partner Bo Enevold Uhrenfeldt, @littler.com). Littler's G300 hierarchy has no Denmark office. But 'predecessor' is wrong. Web sources (Littler's press release 'Littler Expands to Denmark, Adds Partner Bo Enevold Uhrenfeldt', Sept 2022; littler.dk; Legal 500 'Littler | enevold (trading name of Enevold Advokatfirma)') say Enevold Advokatfirma is the current local legal entity of Littler's Danish practice. Bo Enevold set it up in 2022 as 'an independent part of Littler Global' (CVR 43406604), coming from Skau Reipurth. It is not an older firm that merged in. So it is a separate country member entity of the Littler brand recorded as a Firm. For comparison, this org already records similar Littler country entities (Majer, Ratti & Associati in Milan, DCM & Associados in Portugal, Littler Advokatfirma AS in Oslo) as Offices under the Littler G300 Firm."
